content,sentiment
"Awww NOOO, not my Venus        Will redemption come in doubles?",surprise
"my mouth is sore  I have to wear these stupid retainers so my teeth don't go crooked!...in other news, I got a new swimsuit for laps!",happy
Burnt Agenn  Nice Day Tho  xxx,happy
I just vacuumed my entire house three times. Screw all vacuums!!,happy
"@heresMonique hey u, no not yet  soon maybe tomorrow!",neutral
@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,happy
@amychiu fuck was that the blink/weezer one? I totally forgot.,sad
@nebgen I am lost. Please help me find a good home.,neutral
The ball on my BB is not working.  I can read any text messages....holla but don't text me,angry
@sonicsalamander Sorry 'bout the migraine.  Did I mention I really liked your Cissbury (sp?) pic last week?,sad
"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow",angry
"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",neutral
Ok why am I still in the airport and my flightwas @ 1:47pm I haven't even boarded  http://myloc.me/1ZPI,angry
Uploading a 1Mo video with microb and on 3G Network in the train is really slow,angry
@Hellolizzay I work tomorrow,angry
@msdivineknight wish i could  want to stay and play with u guys and enjoy a block party for once,sad
"@yelyahwilliams alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'(",sad
I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel,angry
@jovenatheart you never follow me I sad  LOL,sad
@thehoodnerd    Ive been dying for those!! They just so expensive in little sizes.,happy
"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?",angry
Shoot. Only 12 miles,sad
@tealshocked thats because im getting a new phone since my other phone dont work at all,surprise
work all day,happy
First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk,angry
@siiyu she could have been a lost dog  poor girl,sad
@MrSucre lmao i sure did!!! no luck though,sad
@sri_rng dont know IMEI number  is it tracked even in india?,angry
"I'd respond, if I were going",neutral
@induce1 Panchito's burfday party tonight... wish you were here kiddo!,angry
Its already been a crazy morning and its ONLY 1030,angry
Damn. I got a math test today.,angry
y must i hve graduation practice...all im gonna is walk,angry
MOtherfuck QW,angry
"@skie I'd have responded, if I were going",neutral
The girl across the hall says her cat got out when the landlord was showing her apt.  so heartbreaking,sad
watching Gilmore Girls reruns!! Don't know what else to do for the day,angry
"Feeling bad for my little sister. Put a lot of money into her Saab, took full coverage off it last week, and totalled it yesterday",sad
is at the beach watching Xmen Origins and drinking orange juice with no pulp,surprise
"@azroth Unfortunately, I didn't do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma.",angry
trying to spending time away from the reality....broke my heart again,sad
Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won,sad
"@mnemosynekurai haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",angry
Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,angry
Feeling very sad again today,angry
@Sopphue i foot think it will let you since it.s international  but we have twitter haha,happy
sometimes i got tired dealing with my own dilemmas..,angry
"@wendyandlisa unfortunately, I will miss Girl Bros. Radio tonight. Will be in the midst of an all night writing session",angry
At the DMV,neutral
@orbitaldiamonds That drives me nuts.,angry
I hate it when I forget to actually turn on the dryer,neutral
Work is ded  out tonite tho eeeeeee,angry
Shit. My friend's in such a state and I don't know how to help him. Nothing I say seems to be helping and I wish I knew what to say,angry
"i want my ben and jerrys now lol, TWEET PEOPLE im bored",sad
"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick.",angry
@jury323 ommg gurll why aren't u going how sad,surprise
@lram2 What!?!?! I can't believe I had to find out this way...don't you ppl contact family first??!!? I'm so sad!  Who was it?!?1,angry
not feelin 2day,sad
@thewhitemage It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now,angry
@jroberson4 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,happy
Is anyone there?  Please say hello - I'm feeling lonely,angry
"Going to an engagement party tommorrow night - it should be mine, but its NOT!  Stepping off the soapbox.",sad
@SeviDesigns It'll be delivered next Friday.  That is a looonnnng way away with 5 people! Guess I'll do laundry next week at mil's.,sad
Is sitting in science freezing  four days (:,angry
Watching hollyoaks - hoping Justin isn't the one to die.,angry
"@audreyallure - I'm really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad.",sad
maths seriously hate me.,angry
@statisticsio No! Why?,neutral
@katiejonesy it does but that game doesn't.,neutral
Aw. Toy Story 3 is coming out NEXT year.,neutral
feeling rather peckish...no dinner for at least 2 hours  wah,sad
i cut my hand open!!!,angry
@shelleymcarthur I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I'll keep u posted!,happy
@b33f4l0 @KevinDoyle Ha!  I dunno about standing anything up.  Very very rough today.  It hurts to talk.,angry
South of the Border! And officially out of South Carolina until January,neutral
"I'm just to far from where you are, I wanna go home...",angry
"If I were an heiress, I would be shopping all day  Kinda bad, I know",neutral
Molly keeps punching me cuz she sees yellow cars. I'm gonna be covered in bruises. I don't like this game,happy
has a headache from the the heat.,angry
On my way to lake geneva and I miss my laura,sad
"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks",happy
time for work,neutral
@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.,happy
Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn't make it,angry
Does not feel good at all today,angry
"@crystaaale dude, that's eff'ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",surprise
"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day",sad
I need more twitter friends. I'm checking this far too often and find nothing new,neutral
@wimnms well i miss her i think she would really like it  re:trina,sad
@ChrisEfs i tryed that the other day but they werent giving up what they were using!,sad
"@awaisnaseer I mailed @badar76 for some help, you got reply right now from him, I didn't get, which should probly mean I won't get it",surprise
"Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can't stop crying",angry
Nothing like waking up slow in the morning. Docs appt today.,sad
Where can I get nice food for Mam down the Bay that a) is likely to have room for 3 tonight and b) isn't the mingin' burger kitchen,angry
my teeshirt is faaar too small for me but i like it too much to stop wearing it,neutral
@Irish_Jean awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! &amp;i'll pray for ur cousin,happy
"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study",happy
It went really well! But the vid didnt work.  im sad,sad
"@jerwjr Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love.",surprise
missed my friggin hair appt!!!,sad
"@Quinztar Oh no, but that means that you won't be able to get pwned by my shottie this weekend",sad
"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x",happy
@orbitaldiamonds I want all the soldiers to come home so we don't have to hear about anymore being killed.,angry
"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex...",sad
"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though.",sad
@LadyLogan awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,surprise
31 degree centigrade is much hotter than 30 degree centigrade,angry
@atlanta_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,neutral
Cant wait to leave work,happy
Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better,happy
@meiko911   didn't have time this morning to go all the way across town to take a pic (SO SAD),sad
"@OSCalendar @MetromixOrlando Either way, that's unfortunate to hear  Thanks you both for the head's up.",angry
I don't do very good at funerals. Crying is way 2 contagious for me,angry
@nick_carter The video is set to private,neutral
.@orbitaldiamonds I want all the soldiers to come home so we don't have to hear about anymore being killed.,angry
am little bit upset   ppl is jerk-,angry
Pretty sure I'm sat on the wrong train going the wrong way... Bah!,angry
@marisatangorra it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,sad
. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed,sad
"I don't get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,",neutral
@edwardsheroin *taps shoulder* forgotten,angry
is stuck inside when its so nice outside,angry
@tojoha1 sucks that i had to delete it,sad
FML i just spilled my entire can of diet coke IN MY LAP. yay,neutral
"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can't believe I just spent 10 minutes finding auto correct options",angry
just done planting the garden...hope sun will shine soon!,happy
"Is feeling sick, probably a summer flu",angry
@pursebuzz http://twitpic.com/66z7a - I don't know why I always click on your doughnut pictures... lol I always end up wanting one,angry
Ughh. That Miley creature song has infested itself in my brain!,angry
where did the rain go??,surprise
Wanting to leave work early today but stuff keeps accumulating.  this Friday is so a Monday in disguise. lol,neutral
"@justinderekrich Good morning nyc! If I weren't broke, I would have landed there yesterday afternoon.",neutral
"@heartintherain yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO",neutral
I hate taking lily to the doc to get shots. It makes me super sad,sad
Oh dear. Sunburned back,angry
@iamdiddy yeah I need a hug...cuz I am sick..,angry
So apparently my dad thinks its ok to stalk my twitter. this has been the worst week ever. i hate my life.,angry
Dance Flick actually NOT that good!,surprise
Still in meeting... I want some coffee right now cuz I didn't sleep well,angry
is frustrated by twitter...my picture will not load.,angry
@Mike_WSt the wheater here in Austria should be bad for the whole weekend. Sorry!,angry
I miss my cousin so much,angry
@lomeli09 i couldnt respond cuz i maxed out,angry
@gealbhan_beag     I hate cat pee.,sad
@nick_carter Your video is set to private..,angry
@MarleeMatlin How did your book signing go?  If I lived there I would've came!,neutral
@reverieBR That sucks. I hope you find a new job soon,sad
@nick_carter The video is private.,neutral
"I'm so confused about the weather, is it really gonna be sunny? or is it really gonna rain?",angry
"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....",surprise
"WOW, got killed on first wave of Horde on Gears. FAIL",sad
Creased my nikes!!  ohh well... http://twitpic.com/66zfd,angry
I am working like allways. i hope i have a good day havent talked to my Mr.Goofy in over 24hours so that cant possiabally be good,angry
"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE",sad
almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent,happy
"BTW, for the record, can I just say I have waaay too many clothes.  While packing, found a green boa &amp; a 22&quot; velvet and black corset.",surprise
arrghh stupid eczema      i have to go soon. sort it OUT! :/,angry
@azina too late...now it just hurts.,angry
I worked at a car plant once..nobody believes me though. I repect all the hard workin folks in the world.,sad
I hate my life,angry
hates these khaki pants! project to do todayy,angry
@emcerlain I know it's against the law... I am a rebel in small things.,happy
Dear Allergies.. i hate you.. please go away...love always... your victim..,angry
"@Flamenkers I send messages to greg all the time, no answer  its ok I still love o &amp; a, goog luck with your move to Erie.",happy
i have runny nose... i can't breathe.. terrible feeling...,sad
4 more days until my birthday!!! I don't want to get older,happy
Is working allll weeekend,neutral
"iPhone today! I want to see The Morning Of in Virginia Beach, but I don't think I can get there",angry
In A and E arts Stephani's horse fell on wet ground and she landed on her head,angry
"@rakka oh no, you're gonna have to break up w/your ups guy when you move",sad
"@technclrninjoe i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work",angry
@payforglory i am sorry i don't like girls ~that way,neutral
@AmongstStars awee!,happy
"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",sad
i JUST fucking cleaned the whole kitchen....and the asshole comes home &amp; is going to make a mess of it...my mom didn't even get to see it,angry
tired but have a lot to do.  Looking forward to tabletop gaming tomorrow as a break from my constant programming,angry
currently playing... part of the list,happy
Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it's not looking good,happy
My peeps is coming from chi*twn today for the weekend to hang w me and i dont have any time  always workin!,sad
"Follow Friday is such a burden for me, because I want to add everyone, and I always forget people.",angry
John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  http://yfrog.com/02mxjj,angry
@Auggie5000 lmao boss ross don't come on out here  I love that man he was the truth,happy
"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they've already sent me 5 renewal letters for next year!",surprise
Cruising &quot;Serious Eats NY&quot; does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/,angry
"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn't even see I got a haircut! LAAAME",happy
@kt__d  make it go awayyyyy,neutral
"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says &quot;Crackerack&quot;?",neutral
hut myself in the face with a hammer earlier by accident  obviously it hurts.,angry
Bored and lonely at work,sad
The stratus is going bye bye today  i loved that car in high school #fb,sad
Erm ovaj &quot;video twitter&quot; iz Tweetia ne radi. Niï¿½ta od microcastinga,neutral
ran over a worm skating...  poor wormie. but glad to be back.,angry
No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls,angry
"@dannyid the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",neutral
He's getting ear tubes in about an hour so no food,neutral
finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......,happy
@nick_carter ah nick youï¿½ve set the vid to private  do you not want everyone 2 see it or has it been a mistake?,surprise
@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.,happy
@barbsrad sorry to hear that,angry
Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj,happy
@pallet2005 apologies don't fix hurt feelings kev.  anyway i'll get it from u next time I c u.,angry
"was mostly sick when she went to bed, but woke up feeling mostly dead",angry
LA unified summer schools drastically cut due to CA budget  cuts. Very sad,sad
"@LauraKatzenberg Yo, what happened to my invite?",angry
@eoghancasey oh no!!    i wish i could lay out in the sun!!  i have no garden...LOL,sad
I'm bored at work,neutral
i really want some starbucks right now  needing to find something to do tonight..,angry
@Orion_Girl OOC sorry we keep missing each other...,sad
"@SPACASSO Hey, Maria! I'm so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon.",angry
@bondsbustyblond We've just 16ï¿½C today&amp;cold wind..  Want it 2b like 25ï¿½ to 30ï¿½! I love hot weather! But I reaped the 1st strawberry yday!,happy
I don't want Warren to die. He's an awesome character!  I hate Clare she should fucking die once and for all.,happy
Now i cant find him  Gonna be a sleepless night tonight,neutral
"@SU2C What about having one in TAMPA? I've been all excited to do the hunt, but I'm too far from any of those cities",happy
@ItsMeGregory you're so far,neutral
"Good am all..: hanging out with ma dad 2day, looking for a job still..",happy
I wanna roc wit'chu . Imy buu,neutral
@xxdePinkLadyxx I KNOW!!!!!!!!!!!!!!!! JOIN THE FREEKIN CLUB!!!!,happy
"@GabrieleDurning  sadly we were too late for TraceyCakes, but we got them elsewhere- not the same but still yummy. Tea w wee on wknd!",sad
"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",sad
"@darklord1  Ohh what fun! A night at Slimes, I miss that place!",happy
"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",angry
gosh it's anoher cloudy day  wish they would go away.. or rain..,angry
@nick_carter Vid is marked private..,neutral
Dangit...cuz of this weather the house painting is going to be dragged out till next week.,angry
@KING617 I REEEALLY wish I could be there  haven't been n a while.what's goin on down there lately?,sad
"hates everything about seafood..esp smell! just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",sad
Very bad things.......I need to stop thinking!,angry
@dj_crisis deathmatch? I don't have that game. Plus.... I'm not really good at any games  lol,neutral
Stressed out fro work and having a drink,neutral
@deejaychips i havent laid my verse yet...,neutral
@paintgranny my little felted thing looks like an incestuous by- product of two of your lovelies,angry
the live version is so much better  ? http://blip.fm/~79my3,neutral
"@duncangela I tried sooooo hard to work from home today, but failed  Not my fault though.",surprise
@Madrox My condolences.,neutral
@corcorjdore I hope you meant ten hour shiFt ya nasty. Poor guy either way   http://myloc.me/1ZSJ,angry
"@stacywillert yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident",neutral
"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then.",surprise
Probably because it wasnt a command...bet you dont understand pay out on fantasy football either  ..droids   Look out for @eCouchCoach,angry
"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*",neutral
@marianalizbeth yayy!!! Im gonna see you today! I miss you!,happy
@ClipperPrincess No I haven't made my page yet.  Had to work,neutral
"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself",happy
@tanyaahedo - I know! It was drizzling all the way to work!  Hope it warms up this weekend....,sad
Tryin to get motivated to go downtown to meet with my girl friends... Kinda dont want to but I always cancel,angry
@danni_30439 I really wish I could go!,happy
@danger_skies miss you too :'( it is!i never want to come home.....seriously,sad
"exams are in 2 days, and i'm not prepared  so dead",angry
Just got to the hospital. Jimmys really bad....please please send your good thoughts. I'm really worried.,angry
@serda23 Depends on what they want for it....I've become poor again,angry
@misamille Where are u  miss you I hope you are doing well *sending big hugs*,angry
"OK, home made pizza tonight, but horrors, I've run out of anchovies",sad
night nurse!! :S,neutral
@alltimebritt lol dammit  well then next time then,angry
Yeah it's Friday but I have to work at 5am tomorrow  oh well going shopping afterwork,happy
"@nick_carter Gotta make the video public, dear. LOL ...can't see it.",happy
ScREW MY PHONE. ITS BROKEN. DONT BOTHER TEXTING.,angry
@nick_carter THE LINK DOESNT WOR,angry
@_HarryKim OOC:  It's okay.  Maybe our schedules will work out soon.,happy
Gotta go to the doctor this morning  i feel so sick right now. i can barely talk but i'm still yelling across the house lol,angry
No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,angry
"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black",angry
@Pretty23rd I wasn't feeling it,sad
"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help",angry
@anz_rocks19  i have to break the twitterparty... im off home soon,angry
UGH I missed the POTUS @ MY Five Guys!!!! 2 blocks from my house and 3 blocks from my job.  http://www.politico.com/politico44/,angry
Got Firefox working again. Now I just have to get back all of my bookmarks...,angry
"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow",happy
I'm gonna miss them so much  I'm crying right now... :/,angry
"fourteen hours later, i'm still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",happy
@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,happy
"just got back from the BBQ, i got sunburn on my legs, well sore",surprise
WAH. i'm gonna miss bowie people  ESP YOU ALYANNA BONDOC &lt;3 and Cesar. D:&lt; I dunno if I can survive without my SOSA!,angry
@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages,happy
@nick_carter it says the video is private... and won't let me watch,angry
@P33ZY  My Power was cut off  thats where i went,angry
I can't wait to see UP! How dare @katymoe have a &quot;real&quot; job. Probably going to have to wait until tomorrow.,happy
I'm back!! Sudden wave of melancholy takes over. I miss the Shining Emblem,neutral
"What I would have done with legless stillborn spaniels, no idea. BUT I WAS SAD, so now, 20yrs later, strawberries = dead puppies.",angry
Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,angry
@petewentz hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine,neutral
@kheiny so the beneath show got cancelled BUMMER! i guess i wont see you til cornerstone  who are you goign with?,sad
@JayLenoTonight  Jay I'm so sad its your last night on the show Its my last night watching it too I can't watch Conan  see you at 10 pm,angry
is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,sad
@nick_carter THE LINK DOESNT WORK,neutral
is awake and does not want to go to work...,neutral
FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,happy
Lunch isn't until 1:00 but I'm already so hungry.,angry
"this evening,picking up n'pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",sad
revising for exams,neutral
@iNetters thank you,neutral
I need some free #fieldnotes because I can't travel to North 3rd Street in Philly to buy my own.,angry
Eu to com fome,neutral
is trying to find something to do tonight,happy
@IanMcNaughton you need to share the h/w love! Some of us are still rocking 2008's gear.,angry
doing the awful online portuguese test!,angry
I must be the only fool in twitterland that doesn't get retweet!!  #sadsville,neutral
@candypants2 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,happy
Fighting a migraine   Medication is almost working.,happy
"Man, the French Open has been on for a week and I haven't had the opportunity to catch a single match",happy
@spencerkeasey yeah doesn't that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad,sad
@chcuk WTF why can't you come race with us?? ughh  where's your road race at on sunday?,angry
My first car is offically gone.  good bye my turquoise topaz. You will be missed greatly.,sad
i dreamt about monsters last night.  like a little girl.,neutral
...just not that into me,angry
Wishing I could have seen my nephew graduate from kindergarten!,happy
@LimeIce On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com,sad
@TeamTSwift  that's bad luck!,angry
at f***** work  .... want somebody to come ???,angry
"i love Fly With Me, live chats and don't like being sick.",neutral
"@susannaheanes bwaha! It's so far away, though.  But it looks fluffy! And Jared's hair's SHINNNY.",happy
meditating on my plans for the weekend...gotta work saturday...,neutral
"@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then",happy
"I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,  grim",angry
"@redsoxgirl28 been there, sadly.  this isn't your first rodeo, my dear, I suspect you've learned your lesson?",sad
Bushidokan class got canceled.   I'll just have to sign up for karate someplace else!!,sad
"Note to self: Omelets are better when made with butter, not olive oil.  Also, @laurendanyelle doesn't like my cooking *spits in a napkin*",happy
@michaelbolton Yes...met Jon last yr at an interesting &quot;Questionning Agile&quot; Agile 2008 session.  Don't see him on this yr's schedule.,angry
@KoFiBaBy wats gooood !! miss yall already,sad
@HayesN  How come everyone seems to make so much more money than me.,angry
"@RNconsult alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm &amp; ask, &quot;What is that noise about?&quot;",neutral
i dont feel good! sick to my stomach,angry
@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set,angry
My moms calling hospice 4 great gpa  its only a matter of time only God knows.,neutral
this day cant go by any slower,sad
Redskins release Jon Jansen.  That guy put in a ton of sweat and bruises for the team.  He will be missed.    http://tinyurl.com/mdewfk,angry
"@breedimetria I'm talking bout everyone in general, no one wants to play with me",angry
Education doesn't move forward because we keep repeating our past (sigh),angry
Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.,angry
"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes.",sad
@technicoloring 1720 HA. except omg amy bb I have to give my loaner laptop back today so I may be without one for up to a month,neutral
@smartie999 That's me on a good day,sad
@fstrevisan vocï¿½ que sumiu forever do msn.,happy
"On the way to Wildomar, CA towing the Lexus",neutral
"Off to meeting in Lincoln Square, bummer, no more free parking",neutral
I'm a lil sad looks like nomore brooklyn 4 a while WTF @lailashah,happy
Can not get pictures to print without brown splotches. Must not have gotten tanks clean enough... Will have to do again prob,angry
"i feel extra-nauseous all of a sudden, like my stomach wasn't ready to resume peristalsis after the events of two nights prior",angry
sure wish the cat would stop hiding,angry
@thedrumlife Oh we're friends now? You know you're so up &amp; down with me.  I retract my last statement thennnnnnnn.,happy
"@xombie yeah, NO. I already called to ask.",sad
"@artbynemo My name is Chad, but I won't be here tomorrow",neutral
Maybe I won't be getting a call.,neutral
this chipotle line is out the door! but I really want it!!,happy
new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,neutral
@BROADWAYBOE I work till 6:30 daily at the bank~how do I get free ribfest passes???,angry
The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,angry
"oh no  according to laineygossip, taylena is OVER!  bc of his fame?! gosh poor @selenagomez two heartbreaks in a row :-/",angry
@myersandchang it's not.,sad
Hi ho its off to work i go again,sad
@DavidArchie I listening Your album on youtube. So awesome. But i can't buy it,sad
My poor poor mouth,sad
some1 said if your not online your a no1...if you are online your a no1.. can't bloody win  lol,angry
@marisette Weird! Maybe all the updates just aren't being sent to my phone  Haha,happy
"going to work at one sucks, I miss happy hour at sonic",sad
Wanted to buy Amber Bensons death's daughter today and no where had it,neutral
"@alissas I can't believe that he almost got put down, before the rescue group went and got him.",angry
Snap. Breaking out again,angry
@elishakhalid I called but you didnt answer,neutral
@projectcloud pinched nerve,neutral
is very worried about sam  and wants to know he okay!,angry
@snow_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too,angry
I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own,sad
@JazzyLadee1908  I try pretty hard to engage everyone I follow! Some of them lack interesting shit to say so they end up unfollowed,sad
@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled,sad
@Im_Queen sorry if I got u sick.,neutral
chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,angry
Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!,angry
Busy busy bee.....  I wish I didn't have 2 do laundry! Worst,angry
"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines",sad
wat a stressful week i jus hope everything falls into place 4me,sad
@ThePrinceBeMe Awww why you giving me sad faces? That's how you feel?,angry
wonders why am I so clumsy lately?  http://plurk.com/p/x28ka,angry
I miss my site!!,angry
@Dangrmous where my terri go?,neutral
"@kaylee2o3 HA! finally found someone I know! happy summer Kaylee, too bad I dont get to kick next to you anymore",happy
Wish i was famous like some of d people im following,angry
@babyblueonline Awww Thatss Well Sad  x,neutral
@coollike are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me,happy
...just waiting to get picked up at the train station by my bro and then off to the gym. Can't believe I bumped someone last night,neutral
"@bustermcleod Oh shit, happy late birthday! (my txt didn't send  )",angry
Lover's bus is late. that means i won't see him until three hours later than planned.,angry
@hezmcfly eww  What r u doing atm?,neutral
@sallyorourke What do you mean by your portfolio is sad?  No luck here.  I've applied about 30 places so far.,sad
"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off.",sad
Yorks V Lancs on the telly. Not going too well for Yorkshire.,angry
@flashlight Hah! Just wait till you turn 40,sad
Pissing annoying date stamp on all my pictures. Wish I'd remembered to turn it off.,angry
damn... people contain gluten so now i cant be a cannibal,neutral
Thinking about opening MacMaze sources as I don't have time to work on it anymore,angry
@fmpug doh! I'm out of town so I can't get my results from the mail,angry
I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.,angry
"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me",angry
@SEGA why not united kingdom,neutral
I wish pitchfork would shutup about #primavera.  Makes me miss spain,angry
office hours/trying to make my computer feel better.,angry
@gabyrizzo i want pho... i've never had it before.,neutral
is watching Mock the Week and is slowing cooking,neutral
At work sick  but I'm ok to the mall!,angry
@nick_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,angry
"Thinking about Con Law, fighting a headache, &amp; Paying bills...",angry
